,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,9921,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'bnb-chain-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120538206.57947625,120538206.57947625,True,,2,,,,2025-02-10T18:42:00.000Z,2679.477331760194,23264952135.952587,83.0604,0.3010386,1.63281653,-1.73983887,-17.96841976,-31.73133737,-18.21912784,322979392140.7341,10.1216,322979392140.73,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
2,825,Tether USDt,USDT,tether,116037,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,141618460040.0876,143570568865.71902,True,,3,,,,2025-02-10T18:42:00.000Z,1.0002521189055609,89823011361.23424,55.5333,-0.00676432,0.00362044,-0.14214735,0.0780372,0.01260529,-0.12398678,141654164731.2401,4.4422,143606765720.41,,2025-02-10T18:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-11 00:44:14.380019
3,52,XRP,XRP,xrp,1526,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57762545657.0,99986504676.0,False,,4,,,,2025-02-10T18:42:00.000Z,2.431092956266245,5645087120.461526,46.9923,-0.01620905,0.70896871,-9.25722898,-2.05358541,0.71238271,250.39882293,140426117882.74008,4.4026,243109295626.62,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
4,5426,Solana,SOL,solana,838,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,487913988.16014636,593794990.469273,True,,5,,,,2025-02-10T18:42:00.000Z,202.6966592661694,4431724871.348525,48.1746,-0.32304333,1.35271425,-3.67998077,8.54699236,-12.43031474,-5.01150407,98898535409.295,3.1006,120360260857.11,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
5,1839,BNB,BNB,bnb,2353,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142479601.92000002,142479601.92000002,False,,6,,,,2025-02-10T18:42:00.000Z,611.80895687834,1958072030.4478605,-28.5317,0.17041232,-1.80122414,2.21990826,-11.97758791,-14.61690449,-2.93014616,87170296627.11635,2.7338,87170296627.12,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
6,3408,USDC,USDC,usd-coin,25594,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,56402013513.25533,56402013513.25533,False,,7,,,,2025-02-10T18:42:00.000Z,1.0000036025674608,8051145381.684964,72.1041,-0.00964506,-0.00446327,-0.01796058,0.00753924,0.02086079,0.00505871,56402216705.31394,1.7683,56402216705.31,,2025-02-10T18:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-11 00:44:14.380019
7,74,Dogecoin,DOGE,dogecoin,1161,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147990886383.70523,147990886383.70523,True,,8,,,,2025-02-10T18:42:00.000Z,0.2539317691657701,1559138855.267579,56.6893,0.18882126,0.87048795,-7.016473,-24.21529467,-38.57493376,-35.3083821,37579587599.824745,1.1785,37579587599.82,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
8,2010,Cardano,ADA,cardano,1459,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35197202831.96437,44995082706.687096,False,,9,,,,2025-02-10T18:42:00.000Z,0.704071401077304,825969024.934311,59.2253,0.2205978,2.17238878,-9.81705228,-25.47308447,-38.51735358,21.83886712,24781343911.90321,0.7766,31683213048.48,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
9,1958,TRON,TRX,tron,1118,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86105439428.89777,86105454738.9795,True,,10,,,,2025-02-10T18:42:00.000Z,0.24193885283835082,670537085.2841465,67.9265,0.43362926,2.25497607,6.52363918,0.50982974,-21.18931744,31.51224557,20832251238.569626,0.6528,20832254942.67,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
10,1975,Chainlink,LINK,chainlink,1926,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-10T18:42:00.000Z,18.8113601060998,507828869.7588366,59.9182,0.28891349,0.96936005,-9.29708428,-5.50303945,-32.80694071,32.87838601,12003528327.879013,0.3765,18811360106.1,,2025-02-10T18:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-11 00:44:14.380019
11,5805,Avalanche,AVAX,avalanche,860,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'bnb-chain-ecosystem', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411841997.2574388,450178297.2574388,False,,12,,,,2025-02-10T18:42:00.000Z,25.517451204467186,346260153.31467086,45.2077,-0.09998575,2.49796565,-6.9912051,-29.77441809,-52.83649721,-25.66276403,10509158068.967003,0.3296,18264083011.74,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
12,20947,Sui,SUI,sui,553,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,13,3089707194.508888,10101302595.33502,,2025-02-10T18:42:00.000Z,3.269339765686319,1574151616.6615899,108.8774,0.35447634,6.94835919,-8.39496612,-33.41824953,-29.66616932,4.62729299,10101302595.33502,0.3168,32693397656.86,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
13,512,Stellar,XLM,stellar,670,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30586655174.65403,50001786894.45019,False,,14,,,,2025-02-10T18:42:00.000Z,0.3147724503515889,354417928.2185867,57.2196,-0.33713764,-1.06967365,-12.10763657,-26.75030719,-27.50072579,152.12423645,9627836397.384956,0.3018,15739191252.22,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
14,11419,Toncoin,TON,toncoin,673,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'bnb-chain-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2493950162.378109,5121984849.688004,True,,15,,,,2025-02-10T18:42:00.000Z,3.8183933689753706,128735504.40699694,1.8554,0.02575365,-0.03706934,-4.87843961,-29.62720725,-40.54092091,-28.81833305,9522882762.57962,0.2986,19557752986.04,,2025-02-10T18:42:00.000Z,,,,,,2025-02-11 00:44:14.380019
0,1,Bitcoin,BTC,bitcoin,11929,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19822478.0,19822478.0,False,,1,,,,2025-02-10T18:24:00.000Z,97283.76275795772,42658185249.504524,84.5289,0.22407654,1.27218903,-2.17013379,3.25939451,-4.27769454,10.42864876,1928405247026.8364,60.5324,2042959017917.11,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
1,1027,Ethereum,ETH,ethereum,9921,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120538206.57947625,120538206.57947625,True,,2,,,,2025-02-10T18:24:00.000Z,2675.6484631277594,22662805028.613255,76.0859,0.36081192,1.58289426,-1.58585275,-18.27710973,-32.25733571,-18.07814531,322517867182.552,10.1238,322517867182.55,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
2,825,Tether USDt,USDT,tether,116035,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,141618460040.0876,143570568865.71902,True,,3,,,,2025-02-10T18:24:00.000Z,1.000134964137346,89409975387.49884,51.5725,-0.00737143,-0.00822867,-0.12874249,0.05359907,-0.01652595,-0.08467419,141637573453.37918,4.4448,143589945743.69,,2025-02-10T18:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-11 00:24:39.995241
3,52,XRP,XRP,xrp,1526,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57762545657.0,99986504676.0,False,,4,,,,2025-02-10T18:24:00.000Z,2.4297380828436546,5633975409.849738,45.7027,0.19018028,0.66108798,-8.27428569,-2.68194522,0.02334173,251.66543497,140347856944.80826,4.4043,242973808284.37,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
4,5426,Solana,SOL,solana,838,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,487914344.3564445,593795346.6655511,True,,5,,,,2025-02-10T18:24:00.000Z,202.61466800375382,4418364229.078687,47.2421,-0.05703347,1.5985719,-2.59411524,8.35345042,-13.25563813,-4.43711274,98858602896.05022,3.1023,120311647026.81,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
5,1839,BNB,BNB,bnb,2353,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142479603.4,142479603.4,False,,6,,,,2025-02-10T18:24:00.000Z,610.1564353149313,1948581824.0456202,-29.3182,-0.03595324,-1.71734763,2.49762244,-12.29248573,-15.13803591,-2.78837813,86934846915.62917,2.7294,86934846915.63,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
6,3408,USDC,USDC,usd-coin,25594,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,56393502689.20046,56393502689.20046,False,,7,,,,2025-02-10T18:24:00.000Z,0.9999613982620008,8259254636.405845,78.9548,-0.0076172,-0.01981538,0.00636718,0.00064363,0.00324848,0.0131421,56391325801.984795,1.7696,56391325801.98,,2025-02-10T18:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-11 00:24:39.995241
7,74,Dogecoin,DOGE,dogecoin,1161,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147990576383.70523,147990576383.70523,True,,8,,,,2025-02-10T18:24:00.000Z,0.2539831788996096,1554953191.161534,55.5463,0.52874987,0.93991349,-6.38581886,-24.31927187,-38.9235818,-34.03693558,37587117037.11894,1.1795,37587117037.12,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
8,2010,Cardano,ADA,cardano,1459,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35197202831.96437,44995082706.687096,False,,9,,,,2025-02-10T18:24:00.000Z,0.7026256086850542,821932492.2614208,58.0325,0.32259629,2.04940936,-9.07055544,-25.96373758,-38.76675773,22.13293582,24730456063.82028,0.7763,31618152390.83,,2025-02-10T18:24:00.000Z,,,,,,2025-02-11 00:24:39.995241
